Country Name,Country Code,Time,Time Code,Labor force with primary education (% of total) [SL.TLF.PRIM.ZS],Labor force with tertiary education (% of total) [SL.TLF.TERT.ZS],Labor force with secondary education (% of total) [SL.TLF.SECO.ZS],Scientific and technical journal articles [IP.JRN.ARTC.SC],"Trademark applications, total [IP.TMK.TOTL]",General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],Net official development assistance and official aid received (constant 2012 US$) [DT.ODA.ALLD.KD],"Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry, value added (% of GDP) [NV.IND.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Services, etc., value added (% of GDP) [NV.SRV.TETC.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]",Final consumption expenditure (constant LCU) [NE.CON.TOTL.KN],Gross national expenditure (constant LCU) [NE.DAB.TOTL.KN],Discrepancy in expenditure estimate of GDP (constant LCU) [NY.GDP.DISC.KN],"Wage and salaried workers, total (% of total employed) [SL.EMP.WORK.ZS]",Lending interest rate (%) [FR.INR.LEND],"Portfolio Investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Net capital account (BoP, current US$) [BN.TRF.KOGT.CD]",Gross capital formation (annual % growth) [NE.GDI.TOTL.KD.ZG],GDP (constant LCU) [NY.GDP.MKTP.KN],Exogenous spending,Compensation of employees (current LCU) [GC.XPN.COMP.CN],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Capital-labour ratio,Gross capital formation (current LCU) [NE.GDI.TOTL.CN]
Madagascar,MDG,2000,YR2000,..,..,..,28.7,635,9.042819087,492050000,29.20998685,14.23271686,12.2392549,56.55729629,2.599999905,4.760065099,1446.046693,413232179000.000000000,476646385900.000000000,-154379300.000000000,..,26.500000000,..,114988135.048283000,14.416533947,466223489100.000000000,10268517500.000000000,2270800000000000.000000000,118596845.000000000,34.772855381,78962200000000000.000000000
Madagascar,MDG,2001,YR2001,..,..,..,30,572,9.090522828,590530000,27.89273834,14.58310178,12.43275894,57.52415988,4,6.017824403,1486.708574,430547874100.000000000,507767337300.000000000,-896166000.000000000,..,25.250000000,..,112791344.000000000,22.884012517,494280000000.000000000,12591171300.000000000,2835200000000000.000000000,6937759336.000000000,38.945400677,110418000000000000.000000000
Madagascar,MDG,2002,YR2002,..,..,..,23,455,8.135257982,571570000,31.67835872,14.41222563,12.50175047,53.90941565,4.400000095,-12.67378814,1259.478788,423874043900.000000000,461236000000.000000000,-11460311800.000000000,..,25.250000000,..,102174405.314666000,-37.500000528,431636000000.000000000,18139688200.000000000,2.76E+11,1593201925.000000000,310496.014492754,85696900000000000.000000000
Madagascar,MDG,2003,YR2003,50.90000153,3.799999952,12.10000038,36,831,9.227846823,722410000,29.20142869,15.3729588,13.71299529,55.42561251,5,9.784892131,1341.886342,458953572400.000000000,529237071200.000000000,4945356100.000000000,15.000000000,24.250000000,..,143045238.000000000,33.828569443,473871117000.000000000,60311310300.000000000,3654200000000000.000000000,-1224981592.000000000,3.319194352,12129000000000000.000000000
Madagascar,MDG,2004,YR2004,..,..,..,27.8,732,6.940739664,1520060000,28.7998927,15.94996137,14.18782714,55.25014593,3.799999952,5.257003604,1371.233993,491614392300.000000000,558417943100.000000000,-34427925900.000000000,..,25.500000000,..,181974054.000000000,54.934732634,498782538700.000000000,25207478500.000000000,40004700000000000.000000000,1381133098.000000000,4.766089984,190666000000000000.000000000
Madagascar,MDG,2005,YR2005,56,3.400000095,14.89999962,33.5,858,9.197625047,1069770000,28.28890375,15.77037005,13.98924959,55.94072621,2.599999905,4.602899965,1393.020551,475759000000.000000000,567680000000.000000000,0.000000000,13.399999619,27.000000000,..,286357016.916353000,-9.197215139,521741000000.000000000,45939000000.000000000,456400000000000.000000000,1851256401.000000000,490.867659947,224032000000000000.000000000
Madagascar,MDG,2006,YR2006,..,..,..,46.2,878,8.952795933,904290000,27.47988558,16.13978578,14.33997555,56.38032864,3.900000095,5.022607002,1421.354303,476781273933.526000000,586476836400.000000000,0.000000000,..,29.500000000,-6232.455316591,2587892737.368370000,19.336588701,547946000000.000000000,38530836400.000000000,589900000000000.000000000,1077224539.000000000,506.626546872,298859000000000000.000000000
Madagascar,MDG,2007,YR2007,..,..,..,47.9,894,12.29079061,972660000,25.68786349,16.2590712,14.46637197,58.05306531,4.099999905,6.240578451,1467.577583,494984856334.750000000,627500317700.000000000,0.000000000,..,45.000000000,..,274249711.162343000,20.803579617,582141000000.000000000,45359317700.000000000,711200000000000.000000000,1030072119.000000000,572.833239595,407399000000000000.000000000
Madagascar,MDG,2008,YR2008,..,..,..,38,1318,9.278871594,843440000,24.83837028,16.19773875,14.35459424,58.96389097,4.300000191,7.128513539,1528.344879,518524914151.204000000,721063694300.000000000,0.000000000,..,45.000000000,-264761.017856019,247407328.470974000,52.840685915,623639000000.000000000,97424694300.000000000,758900000000000.000000000,9223620364.000000000,854.324680459,648347000000000000.000000000
Madagascar,MDG,2009,YR2009,..,..,..,34.9,1605,9.451269463,453460000,29.14151624,15.9450862,..,54.91339756,4.800000191,-4.013860583,1426.279127,518967833549.246000000,683261944600.000000000,0.000000000,..,45.000000000,..,75464330.013366200,-18.882433159,598607000000.000000000,84654944600.000000000,80322200000000000.000000000,8956741087.000000000,7.239293744,581476000000000000.000000000
Madagascar,MDG,2010,YR2010,..,..,..,40.5,1772,10.63809903,484510000,28.05742909,15.93722909,..,56.00534182,3.599999905,0.263110856,1390.425166,526247556560.199000000,670379964700.000000000,0.000000000,9.300000191,49.000000000,-1878239.279036130,74933669.445904800,-12.271957599,600182000000.000000000,70197964700.000000000,94490500000000000.000000000,9246717346.000000000,4.011419137,379041000000000000.000000000
Madagascar,MDG,2011,YR2011,..,..,..,32.7,1869,10.18926201,428770000,28.36827541,15.99402441,..,55.63770018,3.599999905,1.454392168,1371.648575,531021351192.649000000,676961611000.000000000,0.000000000,..,52.500000000,-5217.174698704,183893386.753070000,1.254847265,608911000000.000000000,68050611000.000000000,106036000000000000.000000000,9482540486.000000000,3.326992719,352781000000000000.000000000
Madagascar,MDG,2012,YR2012,41.40000153,5.199999809,33.29999924,..,2030,9.643626304,378690000,28.19831097,16.0477667,..,55.75392234,3.599999905,3.027536044,1374.200838,545328861637.882000000,699761229000.000000000,0.000000000,11.199999809,60.000000000,..,119934322.563472000,5.818483330,627346000000.000000000,72415229000.000000000,..,6358698792.000000000,..,377424000000000000.000000000
Madagascar,MDG,2013,YR2013,..,..,..,..,1914,9.686526137,502270000,26.4202201,16.03156931,..,57.54821058,3.599999905,2.263499584,1366.63472,546086503518.768000000,696304568900.000000000,0.000000000,..,60.000000000,..,133629729.607871000,-2.728790809,641545974100.000000000,54758594800.000000000,..,5826429445.000000000,..,365018000000000000.000000000
Madagascar,MDG,2014,YR2014,..,..,..,..,..,10.96965978,..,26.4524966,15.94302936,..,57.60447404,3.599999905,3.315779034,1373.184562,555800755274.309000000,709289093000.000000000,..,..,60.000000000,..,..,2.177016652,662818221000.000000000,..,..,6080595483.000000000,..,378181000000000000.000000000
Madagascar,MDG,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,1960,YR1960,..,..,..,..,..,17.26804124,38550000,50.04444444,10.31111111,..,39.64444444,..,..,..,..,..,..,..,..,..,..,..,97590337100.000000000,..,..,..,..,12000000.000000000
Malawi,MWI,1961,YR1961,..,..,..,..,..,17.24137931,74430000,50.29045643,10.45643154,..,39.25311203,..,7.639597855,..,..,..,..,..,..,..,..,..,105045846400.000000000,..,..,..,..,15900000.000000000
Malawi,MWI,1962,YR1962,..,..,..,..,..,18.34862385,101460000,50.3164557,10.04746835,..,39.63607595,..,0.668364742,..,..,..,..,..,..,..,..,..,105747935800.000000000,..,..,..,..,10900000.000000000
Malawi,MWI,1963,YR1963,..,..,..,..,..,18.5619956,142620000,50.9491268,9.187547456,..,39.86332574,..,-1.391078501,..,..,..,..,..,..,..,..,..,104276899000.000000000,..,..,..,..,13400000.000000000
Malawi,MWI,1964,YR1964,..,..,..,..,406,16.534867,268500000,49.77678571,12.79761905,..,37.42559524,..,2.6611033,..,..,..,..,..,..,..,..,..,107051815000.000000000,..,..,..,..,10700000.000000000
Malawi,MWI,1965,YR1965,..,..,..,..,457,15.80231849,264200000,49.9364676,13.27827192,..,36.78526048,..,13.61649338,..,..,..,..,..,..,..,..,..,121628518300.000000000,..,..,..,..,22900000.000000000
Malawi,MWI,1966,YR1966,..,..,..,..,472,16.39784946,239800000,47.31301939,14.57063712,..,38.11634349,..,13.24903635,..,..,..,..,..,..,..,..,..,137743124900.000000000,..,..,..,..,32400000.000000000
Malawi,MWI,1967,YR1967,..,..,..,..,528,17.0419652,225320000,46.4362851,15.55075594,..,38.01295896,..,7.281549919,..,..,..,..,..,..,..,..,..,147772959300.000000000,..,..,..,..,26400000.000000000
Malawi,MWI,1968,YR1968,..,..,..,..,542,17.37640724,347340000,44.66219701,16.55492522,..,38.78287777,..,-1.923079171,..,..,..,..,..,..,..,..,..,144931168300.000000000,..,..,..,..,32900000.000000000
Malawi,MWI,1969,YR1969,..,..,..,..,469,16.52370203,208360000,44.27407762,16.67465261,..,39.05126977,..,5.882359882,..,..,..,..,..,..,..,..,..,153456541200.000000000,..,..,..,..,40700000.000000000
Malawi,MWI,1970,YR1970,..,..,..,..,458,16.35687732,251110000,43.97163121,17.46453901,..,38.56382979,..,0.479297979,..,..,..,..,..,..,..,..,..,154192055300.000000000,..,..,..,..,62300000.000000000
Malawi,MWI,1971,YR1971,..,..,..,..,367,14.82213439,197500000,44.33026223,15.80439405,..,39.86534373,..,16.21856363,..,..,..,..,..,..,..,..,..,179199791900.000000000,..,..,..,..,58200000.000000000
Malawi,MWI,1972,YR1972,..,..,..,..,426,13.88632873,207470000,45.63138806,17.44147709,..,36.92713485,..,6.231349033,..,..,..,..,..,..,..,..,..,190366356400.000000000,..,..,..,..,79400000.000000000
Malawi,MWI,1973,YR1973,..,..,..,..,386,13.37912088,157980000,41.5786385,16.81338028,..,41.60798122,..,2.300661568,..,..,..,..,..,..,..,..,..,194746042000.000000000,..,..,..,..,81500000.000000000
Malawi,MWI,1974,YR1974,..,..,..,..,302,14.23618635,194350000,41.17239788,17.05515809,..,41.77244403,..,7.175963607,..,..,..,..,..,..,..,..,..,208720947100.000000000,..,..,..,..,126100000.000000000
Malawi,MWI,1975,YR1975,..,..,..,..,226,14.10232207,254930000,37.23468769,20.3355569,13.11906206,42.42975541,..,6.086823808,..,..,..,..,..,..,..,..,..,221425423400.000000000,..,..,..,..,178600000.000000000
Malawi,MWI,1976,YR1976,..,..,..,..,317,14.10130719,246610000,39.20110669,18.51979941,11.8969393,42.2790939,..,4.997731259,..,..,..,..,..,..,..,..,..,232491671000.000000000,..,..,..,..,160700000.000000000
Malawi,MWI,1977,YR1977,..,..,..,..,224,13.54395604,287850000,41.78973534,18.65769849,11.74148267,39.55256616,..,4.918031365,..,..,..,..,..,..,..,..,..,243925684300.000000000,..,..,..,..,179700000.000000000
Malawi,MWI,1978,YR1978,..,..,..,..,340,16.76033471,307160000,39.71717172,19.2996633,11.42087542,40.98316498,..,9.745068039,..,..,..,..,..,..,-16474170.091232100,..,..,267696408200.000000000,..,..,..,..,307800000.000000000
Malawi,MWI,1979,YR1979,..,..,..,..,300,18.97050318,380450000,55.20398023,26.21326743,16.06560874,18.58275234,..,4.396153717,..,..,..,..,..,..,-19831604.808141900,..,..,279464753800.000000000,..,..,..,..,261400000.000000000
Malawi,MWI,1980,YR1980,..,..,..,..,368,19.29161277,344420000,43.73324091,22.54370009,13.66471828,33.72304791,..,0.406746427,..,..,..,..,..,16.666666667,-492552.807398167,..,..,280601466700.000000000,..,..,..,..,248700000.000000000
Malawi,MWI,1981,YR1981,..,..,..,..,326,17.86842343,346690000,39.82519244,21.70617815,14.04337699,38.46862941,..,-5.290119212,..,..,..,..,..,18.500000000,-1898806.816119430,..,..,265757314600.000000000,..,..,1181469755.000000000,..,195300000.000000000
Malawi,MWI,1982,YR1982,..,..,..,..,281,17.50160565,313470000,41.05597167,21.06041611,13.56208057,37.88361222,..,2.503453803,..,..,..,..,..,18.500000000,-3315935.464985760,..,..,272410426200.000000000,..,..,9821162444.000000000,..,266600000.000000000
Malawi,MWI,1983,YR1983,..,..,..,..,218,16.41614589,302020000,42.29746861,21.44783248,14.32773899,36.25469121,..,3.71870906,..,..,..,..,..,18.333333333,-425617.642467121,..,..,282540577400.000000000,..,..,1350251052.000000000,..,327600000.000000000
Malawi,MWI,1984,YR1984,..,..,..,..,214,15.69638138,496750000,42.04303276,20.06817498,13.79944419,37.88879226,..,5.360304081,..,..,..,..,..,16.500000000,-990533.331797016,..,..,297685611500.000000000,..,..,200263032.000000000,..,219900000.000000000
Malawi,MWI,1985,YR1985,..,..,..,..,253,17.68728469,310970000,42.89850772,21.92280641,14.45735439,35.17869165,..,4.570982296,..,..,..,..,..,18.375000000,-407190.598261682,..,..,311292768100.000000000,..,..,1051897599.000000000,..,361500000.000000000
Malawi,MWI,1986,YR1986,..,..,..,21,358,19.69222389,420340000,43.12020997,21.51140218,14.76300222,35.36838785,..,-0.214802517,..,..,..,..,..,19.000000000,-1289578.415496290,..,..,310624103400.000000000,..,..,1404686796.000000000,..,274700000.000000000
Malawi,MWI,1987,YR1987,..,..,..,12,216,19.10374651,512570000,49.02506756,24.89688862,16.80186806,26.07803946,..,1.625239202,..,..,..,..,16.100000381,19.500000000,-4210540.613041130,..,..,315672488100.000000000,..,..,2515509543.000000000,..,451300000.000000000
Malawi,MWI,1988,YR1988,..,..,..,28,218,15.7112947,652590000,50.02371517,23.97262506,15.80078866,26.00365977,..,3.177291268,..,..,..,..,..,22.250000000,-819895.879730384,..,..,325702322500.000000000,..,..,3391216494.000000000,..,757000000.000000000
Malawi,MWI,1989,YR1989,..,..,..,24,422,16.3347162,747180000,47.69029405,27.91015091,18.48354464,24.39955504,..,1.344689705,..,..,..,..,..,23.000000000,-2572907.346043050,..,..,330082008100.000000000,..,..,1244636205.000000000,..,1077600000.000000000
Malawi,MWI,1990,YR1990,..,..,..,27,419,15.05912152,791600000,45.00001595,28.89015971,19.46913946,26.10982434,..,5.692294502,542.5118285,..,..,..,..,21.000000000,-806191.058730408,..,..,348871248100.000000000,..,..,1182353805.000000000,..,1182537500.000000000
Malawi,MWI,1991,YR1991,..,..,..,27,452,12.00867688,840830000,43.72187589,26.90712118,17.96857326,29.37100114,7.199999809,8.730231816,577.885439,..,..,..,..,20.000000000,..,..,..,379328516800.000000000,..,..,1261531538.000000000,..,1250000000.000000000
Malawi,MWI,1992,YR1992,..,..,..,15,399,14.0846213,835880000,38.81648426,31.52604512,21.16684816,29.65746548,7.5,-7.332978136,531.1557088,..,..,..,..,22.000000000,..,..,..,351512439600.000000000,..,..,2375135302.000000000,..,1292600100.000000000
Malawi,MWI,1993,YR1993,..,..,..,29,449,13.03007657,732840000,48.90420083,24.11070575,15.66207768,26.98509222,7.199999809,9.691840277,581.7502736,..,..,..,..,29.500000000,..,..,..,385580463800.000000000,..,..,2277271023.000000000,..,1383100000.000000000
Malawi,MWI,1994,YR1994,..,..,..,37,632,31.55442712,652360000,25.07651193,21.69035542,17.39367217,53.23313373,7.599999905,-10.24018173,520.6758748,..,..,..,..,31.000000000,..,..,..,346096323600.000000000,..,..,3464963615.000000000,..,3004300000.000000000
Malawi,MWI,1995,YR1995,..,..,..,38.3,618,20.95034799,567660000,30.39802877,19.64826711,15.82189321,49.95370253,7.199999809,16.72881757,601.7646182,..,..,..,..,47.333333333,..,..,..,403994146200.000000000,..,..,8332577475.000000000,..,3714670100.000000000
Malawi,MWI,1996,YR1996,..,..,..,45.5,624,13.98095392,659670000,34.69009901,19.33805975,14.30035342,45.97183775,7.300000191,7.316681511,633.9221522,..,..,..,..,45.333333333,..,..,..,433553111200.000000000,..,..,3760204502.000000000,..,4304521200.000000000
Malawi,MWI,1997,YR1997,..,..,..,40.3,819,17.52024995,494940000,32.58981611,18.08284192,13.54613029,49.32733681,7.300000191,3.792419101,641.697237,..,..,..,..,28.250000000,..,..,..,449995262200.000000000,..,..,913735243.000000000,..,5079672800.000000000
Malawi,MWI,1998,YR1998,..,..,..,30.9,582,14.68363387,644150000,35.58186046,18.28172367,13.61012595,46.1364181,7.400000095,3.895253633,647.5614712,..,..,..,..,37.666666667,..,..,..,467523719000.000000000,..,..,2974865128.000000000,..,7324350000.000000000
Malawi,MWI,1999,YR1999,..,..,..,36.4,665,13.44599101,653140000,37.84101416,18.23360315,13.38421322,43.92537973,7.5,3.042278097,647.7033117,..,..,..,..,53.583333333,..,..,..,481747090700.000000000,..,..,4480416429.000000000,..,11470518300.000000000
Malawi,MWI,2000,YR2000,..,..,..,43.6,723,14.57783855,668700000,39.53955421,17.91625012,12.88103118,42.54418905,7.599999905,1.576077831,639.6501721,..,..,..,..,53.125000000,..,..,..,489339799800.000000000,..,..,2958148846.000000000,..,14082192400.000000000
Malawi,MWI,2001,YR2001,..,..,..,44.2,661,15.80883054,655240000,38.78214102,16.68770114,11.53482684,44.5301597,7.800000191,-4.974963841,592.0345149,..,..,..,..,56.166666667,..,..,..,464995321700.000000000,..,..,42573.000000000,..,18460803100.000000000
Malawi,MWI,2002,YR2002,..,..,..,48.5,578,13.70521763,571140000,36.73926542,15.89635814,10.594238,47.36437644,7.699999809,1.700000007,586.934837,..,..,..,..,50.541666667,..,..,..,472900242200.000000000,..,..,1474463461.000000000,..,32981700000.000000000
Malawi,MWI,2003,YR2003,..,..,..,43.1,..,12.43865831,687790000,35.19212126,19.08307743,11.67510811,45.72480131,7.699999809,5.499999996,603.7623198,472087208300.000000000,534660220700.000000000,..,..,48.916666667,-89061.680923121,158449638.729650000,..,498909755500.000000000,..,..,9576797869.000000000,..,40405200000.000000000
Malawi,MWI,2004,YR2004,..,..,..,42.3,..,12.50040623,606170000,34.92826435,17.58129764,10.08205246,47.49043801,7.800000191,4.851637683,616.8736348,499364806500.000000000,569585744900.000000000,10728176400.000000000,..,36.833333333,80075.294039862,268410345.884078000,15.589974619,523115049200.000000000,57198872100.000000000,..,1142980608.000000000,..,52070300000.000000000
Malawi,MWI,2005,YR2005,..,..,..,40.5,..,14.31546545,677670000,33.11131924,17.27119398,9.312398429,49.61748679,7.900000095,2.839778233,617.4601671,525044651000.000000000,615594284600.000000000,..,..,33.083333333,3971337.830847320,363347407.120754000,38.764087791,537970356500.000000000,..,..,1541034466.000000000,..,74008300000.000000000
Malawi,MWI,2006,YR2006,..,..,..,46.7,804,14.6156451,818190000,31.57789779,17.17315052,10.71305023,51.24895169,7.800000191,2.062005102,612.6722705,527103110600.000000000,656752402900.000000000,..,..,32.250000000,2522108.626806460,2480834155.231700000,50.678279299,549063332700.000000000,..,..,1397429435.000000000,..,10883300000000000.000000000
Malawi,MWI,2007,YR2007,..,..,..,62.9,..,13.3601874,785650000,31.5999631,17.75842944,11.32010154,50.64160746,7.5,9.491418402,651.6409663,510834184100.000000000,662575129100.000000000,5120424800.000000000,..,27.715277778,1792559.702017410,190814043.482645000,12.739944796,601177230900.000000000,66518323000.000000000,..,7952209909.000000000,..,13513800000000000.000000000
Malawi,MWI,2008,YR2008,..,..,..,53.7,..,16.45783509,928060000,29.71178475,18.56121492,12.28038179,51.72700033,7.5,8.338911509,685.3519977,624179543400.000000000,776309707900.000000000,-253433600.000000000,..,25.277777778,1550035.383536130,438749924.712364000,3.832878167,651308868200.000000000,124747406100.000000000,..,8712601866.000000000,..,15427400000000000.000000000
Malawi,MWI,2009,YR2009,..,..,..,52.5,..,19.6248574,818970000,31.19627567,18.04210821,11.97625236,50.76161611,7.5,9.035835265,725.1470346,630152294200.000000000,811767197700.000000000,0.000000000,..,25.250000000,370006.437856313,408676599.847698000,17.423722622,710160064600.000000000,101607133100.000000000,..,8422044277.000000000,..,18161500000000000.000000000
Malawi,MWI,2010,YR2010,..,..,..,55.1,..,18.07816505,1063680000,29.61235098,19.58146873,11.82881079,50.80618029,7.5,6.533362437,749.4695101,685991623300.000000000,875057182700.000000000,370506900.000000000,..,24.625000000,-1090000.319645250,710047477.614231000,3.898440526,756557395500.000000000,118870294100.000000000,..,7411590929.000000000,..,21112400000000000.000000000
Malawi,MWI,2011,YR2011,..,..,..,56.7,..,23.05176452,785740000,31.13109404,19.16056583,11.83239566,49.70835572,7.599999905,4.347495193,758.5815996,749983628900.000000000,870915539800.000000000,7913662500.000000000,..,23.750000000,-1830117.550162210,458304414.386179000,-40.105346217,789448691900.000000000,89380510400.000000000,..,7622822628.000000000,..,13472400000000000.000000000
Malawi,MWI,2012,YR2012,..,..,..,..,..,22.38590797,1174600000,30.45343012,19.61625793,11.14817936,49.93030143,7.599999905,1.885799515,749.5718411,747893844700.000000000,891590062000.000000000,5183266000.000000000,..,32.329861111,-544869.675996525,359636035.381276000,21.848081747,804336111500.000000000,92437216500.000000000,..,21271265.000000000,..,17875100000000000.000000000
Malawi,MWI,2013,YR2013,..,..,..,..,..,23.25954229,1121730000,33.19581012,17.18597773,11.44226829,49.61821215,7.599999905,5.199999988,764.6989383,749986959000.000000000,915957842600.000000000,705498800.000000000,..,46.011174242,-503820.511338869,611037553.298501000,16.773537126,846161589200.000000000,70501752200.000000000,..,2728333333.000000000,..,22580200000000000.000000000
Malawi,MWI,2014,YR2014,..,..,..,..,..,17.38743223,..,33.3143327,17.03639328,11.41843308,49.64927401,7.5,5.700000002,783.8314745,773689302100.000000000,956558239600.000000000,..,..,44.289583333,-568104.927633431,573951218.875295000,7.518667823,894392799800.000000000,..,..,2443367815.000000000,..,27807300000000000.000000000
Malawi,MWI,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2124592234.000000000,..,..
Malaysia,MYS,1960,YR1960,..,..,..,..,..,13.4552523,119800000,43.71593249,24.71156325,10.26098023,31.57250426,..,..,..,27990908644.787100000,34944216749.414600000,..,..,..,..,..,..,37011967885.338100000,..,..,63182598.000000000,..,1028970200.000000000
Malaysia,MYS,1961,YR1961,..,..,..,..,..,14.77554277,164720000,45.38215218,27.0996977,10.00974236,27.51815012,..,7.597993945,..,29825227994.826500000,37517165409.591000000,..,..,..,..,..,9.528589509,39824134964.179900000,..,..,-180407722.000000000,..,1194962800.000000000
Malaysia,MYS,1962,YR1962,..,..,..,..,..,15.10146564,159480000,42.96866166,30.78180512,10.55286111,26.24953321,..,6.421029733,..,31320762093.298700000,40308892338.362800000,..,..,..,..,..,20.054945524,42381254511.310700000,..,..,108440268.000000000,..,1464586000.000000000
Malaysia,MYS,1963,YR1963,..,..,..,..,2068,13.88808954,92240000,35.12365305,26.98890942,9.383326393,37.88743753,..,7.338803399,..,32715574920.176200000,42568308660.181400000,..,..,..,..,..,5.758954933,45491531458.024600000,..,..,3105253656.000000000,..,1516859900.000000000
Malaysia,MYS,1964,YR1964,..,..,..,..,1916,15.2133089,135470000,33.27378405,29.41982778,10.19669354,37.30638818,..,5.35896305,..,35007709756.030300000,45243586183.648600000,..,..,..,..,..,2.019481195,47929405819.770400000,..,..,-402731571.000000000,..,1594812200.000000000
Malaysia,MYS,1965,YR1965,..,..,..,..,2026,15.3631337,179500000,31.00663757,29.62986188,10.19965856,39.36350055,..,7.684863416,..,37089250533.961400000,48465846744.804100000,0.000000000,..,..,..,..,10.816539354,51612715193.168900000,-3146868448.364810000,..,-105485232.000000000,..,1733292200.000000000
Malaysia,MYS,1966,YR1966,..,..,..,..,2060,16.40413696,216290000,31.54123558,29.64518549,10.56481555,38.81357893,..,7.816711115,..,38959071643.932500000,51486570207.638600000,0.000000000,..,..,..,..,6.060612450,55647132038.331000000,-4160561830.692400000,..,967969025.000000000,..,1839674100.000000000
Malaysia,MYS,1967,YR1967,..,..,..,..,2125,16.59450727,170010000,31.59812334,29.31361504,11.67805368,39.08826163,..,3.857146425,..,39330011006.906800000,52852269360.070600000,0.000000000,..,..,..,..,7.007518693,57793523402.639300000,-4941254042.568700000,..,457556214.000000000,..,1968066200.000000000
Malaysia,MYS,1968,YR1968,..,..,..,..,..,16.26665522,262690000,31.33851103,27.90605395,11.83922119,40.75543502,..,7.977994684,..,39851043009.416000000,54691786874.387900000,0.000000000,..,..,..,..,4.300162921,62404287627.149700000,-7712500752.761800000,..,-158346529.000000000,..,2050603900.000000000
Malaysia,MYS,1969,YR1969,..,..,..,..,2264,15.47718042,265300000,33.13687912,29.20234088,13.11056071,37.66078,..,4.888533548,..,42163180308.565700000,56708358511.520700000,0.000000000,..,..,..,..,-5.982212566,65454942163.264700000,-8746583651.744000000,..,-409015025.000000000,..,1929548500.000000000
Malaysia,MYS,1970,YR1970,..,..,..,..,..,16.81026291,196480000,32.58028405,30.31858314,13.76390566,37.10113281,..,5.986538631,..,44281588205.591000000,62223525765.515700000,0.000000000,..,..,..,..,36.457436585,69373427561.748200000,-7149901796.232500000,..,1843935966.000000000,..,2643041300.000000000
Malaysia,MYS,1971,YR1971,..,..,..,..,..,17.37240911,304920000,28.42619066,30.45515708,14.1190521,41.11865226,..,5.753434903,..,47183630529.200900000,65750916177.668500000,0.000000000,..,..,..,..,1.176224330,73364782556.331900000,-7613866378.663410000,..,1613035964.000000000,..,2782438400.000000000
Malaysia,MYS,1972,YR1972,..,..,..,..,..,19.97081364,317290000,28.26248101,31.67740014,14.67283052,40.06011885,..,9.381914552,..,50677741552.587900000,71494579897.858500000,0.000000000,..,..,..,..,8.200124290,80247803766.997900000,-8753223869.139400000,..,3231554224.000000000,..,3168531500.000000000
Malaysia,MYS,1973,YR1973,..,..,..,..,..,16.25186509,242900000,28.93644715,31.25222507,16.70452278,39.81132778,..,11.71420248,..,54693145275.386900000,80121086211.321300000,0.000000000,..,..,..,..,27.244817463,89648193985.008700000,-9527107773.687410000,..,1056017574.000000000,..,4581761000.000000000
Malaysia,MYS,1974,YR1974,..,..,..,..,4033,15.95446496,336290000,32.46534036,35.8556011,18.72122452,31.67905854,..,8.309625779,..,60240906746.087600000,90671039436.440200000,0.000000000,..,..,-12463302.502083100,..,32.222556070,97097623422.630200000,-6426583986.190000000,..,1732898098.000000000,..,6741497900.000000000
Malaysia,MYS,1975,YR1975,..,..,..,..,..,18.22316497,455360000,30.71694161,36.13117634,18.71931444,33.15188205,..,0.80167001,..,60783690896.168500000,87380897258.316500000,0.000000000,..,..,-268194698.787010000,..,-21.952333554,97876025949.813700000,-10495128691.497200000,..,4487722269.000000000,..,5410806300.000000000
Malaysia,MYS,1976,YR1976,..,..,..,..,..,15.88317892,272010000,29.40182553,37.28248531,19.70125512,33.31568916,..,11.5638362,..,64613900891.145700000,94971239492.141800000,0.000000000,..,..,-51542842.545646800,..,11.586790352,109194249272.804000000,-14223009780.662200000,..,2633711507.000000000,..,6350819300.000000000
Malaysia,MYS,1977,YR1977,..,..,..,..,3553,17.27909586,268390000,28.21446135,38.386641,20.42706339,33.39889765,..,7.756474348,..,71122246173.463500000,106029079648.274000000,0.000000000,..,..,-62568985.037895500,..,22.364808761,117663873207.515000000,-11634793559.240600000,..,4788224014.000000000,..,7983232000.000000000
Malaysia,MYS,1978,YR1978,..,..,..,..,..,15.8394428,239970000,26.38947421,38.50368395,20.17921396,35.10684184,..,6.652034738,..,77783037753.652300000,114646378759.651000000,0.000000000,..,..,-79014122.546340000,..,8.121990586,125490914927.933000000,-10844536168.281900000,..,4860064586.000000000,..,9266235400.000000000
